Year-Month,ZIP CODE,Median Sales
2019-01,11368.0,600000.0
2019-01,11369.0,770000.0
2019-01,11370.0,830000.0
2019-01,11372.0,357500.0
2019-01,11373.0,739000.0
2019-01,11374.0,355000.0
2019-01,11375.0,489000.0
2019-01,11377.0,536109.0
2019-01,11378.0,790000.0
2019-01,11379.0,679500.0
2019-01,11385.0,720000.0
2019-01,11411.0,436800.0
2019-01,11412.0,462500.0
2019-01,11413.0,532000.0
2019-01,11414.0,448000.0
2019-01,11415.0,265000.0
2019-01,11416.0,519000.0
2019-01,11417.0,554500.0
2019-01,11418.0,630000.0
2019-01,11419.0,507500.0
2019-01,11420.0,590000.0
2019-01,11421.0,600000.0
2019-01,11422.0,522500.0
2019-01,11423.0,762500.0
2019-01,11426.0,317500.0
2019-01,11427.0,227000.0
2019-01,11428.0,603500.0
2019-01,11429.0,485000.0
2019-01,11432.0,740000.0
2019-01,11433.0,467500.0
2019-01,11434.0,443000.0
2019-01,11435.0,450000.0
2019-01,11436.0,405000.0
2019-01,11691.0,550000.0
2019-01,11692.0,382621.0
2019-01,11693.0,220999.5
2019-01,11694.0,210000.0
2019-01,11697.0,367500.0
2019-02,10001.0,2409366.0
2019-02,10002.0,1045000.0
2019-02,10003.0,1086250.0
2019-02,10004.0,1350000.0
2019-02,10005.0,1085019.0
2019-02,10006.0,920000.0
2019-02,10007.0,3800000.0
2019-02,10009.0,1500000.0
2019-02,10010.0,1737500.0
2019-02,10011.0,1332500.0
2019-02,10012.0,2850000.0
2019-02,10013.0,8387500.0
2019-02,10014.0,1325000.0
2019-02,10016.0,847500.0
2019-02,10017.0,819000.0
2019-02,10018.0,3882500.0
2019-02,10019.0,1240500.0
2019-02,10021.0,1525000.0
2019-02,10022.0,1432500.0
2019-02,10023.0,1049999.5
2019-02,10024.0,1640000.0
2019-02,10025.0,1021000.0
2019-02,10026.0,819500.0
2019-02,10027.0,907500.0
2019-02,10028.0,805000.0
2019-02,10029.0,670000.0
2019-02,10031.0,375000.0
2019-02,10032.0,318977.0
2019-02,10033.0,570000.0
2019-02,10034.0,499000.0
2019-02,10035.0,1700000.0
2019-02,10036.0,1335000.0
2019-02,10037.0,252500.0
2019-02,10038.0,1622629.5
2019-02,10039.0,510000.0
2019-02,10040.0,525000.0
2019-02,10065.0,1540000.0
2019-02,10069.0,1800000.0
2019-02,10075.0,2147537.5
2019-02,10128.0,1900000.0
2019-02,10280.0,1267500.0
2019-02,10282.0,2495000.0
2019-02,10301.0,535500.0
2019-02,10302.0,522153.0
2019-02,10303.0,402600.0
2019-02,10304.0,494706.0
2019-02,10305.0,640000.0
2019-02,10306.0,539000.0
2019-02,10307.0,575000.0
2019-02,10308.0,605000.0
2019-02,10309.0,568960.0
2019-02,10310.0,490000.0
2019-02,10312.0,520750.0
2019-02,10314.0,468000.0
2019-02,10451.0,493818.0
2019-02,10452.0,3900000.0
2019-02,10453.0,605000.0
2019-02,10454.0,907000.0
2019-02,10455.0,695000.0
2019-02,10456.0,397500.0
2019-02,10457.0,585000.0
2019-02,10458.0,846319.0
2019-02,10459.0,500000.0
2019-02,10460.0,570000.0
2019-02,10461.0,485750.0
2019-02,10462.0,309414.0
2019-02,10463.0,305000.0
2019-02,10464.0,380000.0
2019-02,10465.0,529000.0
2019-02,10466.0,467500.0
2019-02,10467.0,405000.0
2019-02,10468.0,297500.0
2019-02,10469.0,496460.0
2019-02,10470.0,685000.0
2019-02,10471.0,225000.0
2019-02,10472.0,650000.0
2019-02,10473.0,499999.0
2019-02,10474.0,775000.0
2019-02,10475.0,725000.0
2019-02,11004.0,680000.0
2019-02,11005.0,290000.0
2019-02,11040.0,645000.0
2019-02,11101.0,1068593.0
2019-02,11102.0,650885.5
2019-02,11103.0,1090000.0
2019-02,11104.0,417500.0
2019-02,11105.0,1200000.0
2019-02,11106.0,640000.0
2019-02,11109.0,1743000.0
2019-02,11201.0,850000.0
2019-02,11203.0,622500.0
2019-02,11204.0,925000.0
