Year-Month,zip,Median Sales
2006-10,10025,675000.0
2006-10,10026,457500.0
2006-10,10027,410800.0
2006-10,10028,678750.0
2006-10,10029,615210.0
2006-10,10030,410670.0
2006-10,10031,814600.0
2006-10,10032,359755.0
2006-10,10034,370110.0
2006-10,10035,364000.5
2006-10,10037,535000.0
2006-10,10038,250000.0
2006-10,10039,236832.0
2006-10,10044,634500.0
2006-10,10065,799000.0
2006-10,10069,850000.0
2006-10,10103,1015000.0
2006-10,10110,705000.0
2006-10,10111,763687.0
2006-10,10115,780000.0
2006-10,10119,520000.0
2006-10,10153,950000.0
2006-10,10154,2716857.0
2006-10,10162,730000.0
2006-10,10167,665000.0
2006-10,10171,440000.0
2006-10,10199,849936.5
2006-10,10271,866437.5
2006-10,10278,2320000.0
2006-10,10280,529490.0
2006-10,10468,275000.0
2006-10,11106,754343.5
2006-10,11201,570246.5
2006-10,11203,130000.0
2006-10,11204,512162.5
2006-10,11205,692410.0
2006-10,11206,355000.0
2006-10,11207,550000.0
2006-10,11209,260000.0
2006-10,11210,203970.0
2006-10,11211,668034.0
2006-10,11213,193000.0
2006-10,11214,336489.0
2006-10,11215,482500.0
2006-10,11216,610000.0
2006-10,11217,599000.0
2006-10,11218,245000.0
2006-10,11219,351984.0
2006-10,11220,275000.0
2006-10,11222,439422.5
2006-10,11223,227500.0
2006-10,11224,177250.0
2006-10,11225,275000.0
2006-10,11226,212500.0
2006-10,11228,589566.0
2006-10,11229,190000.0
2006-10,11230,252350.0
2006-10,11231,711000.0
2006-10,11233,445000.0
2006-10,11235,347450.0
2006-10,11236,350000.0
2006-10,11238,500940.0
2006-11,10001,1008067.0
2006-11,10002,753505.0
2006-11,10003,765000.0
2006-11,10005,1200000.0
2006-11,10006,618586.5
2006-11,10007,1465000.0
2006-11,10009,802000.0
2006-11,10011,675000.0
2006-11,10012,675000.0
2006-11,10013,1985587.0
2006-11,10014,625000.0
2006-11,10016,425000.0
2006-11,10017,582500.0
2006-11,10018,968435.0
2006-11,10019,1145128.5
2006-11,10020,1021446.0
2006-11,10021,875000.0
2006-11,10022,772500.0
2006-11,10023,740000.0
2006-11,10024,957425.0
2006-11,10025,924536.5
2006-11,10026,515000.0
2006-11,10027,350876.0
2006-11,10028,665000.0
2006-11,10029,700148.5
2006-11,10030,420810.0
2006-11,10031,896060.0
2006-11,10032,514000.0
2006-11,10034,440000.0
2006-11,10037,790000.0
2006-11,10039,142825.0
2006-11,10044,735000.0
2006-11,10065,955000.0
2006-11,10069,655000.0
2006-11,10103,727500.0
2006-11,10110,524281.5
2006-11,10115,210000.0
2006-11,10119,545000.0
2006-11,10152,430000.0
2006-11,10153,1395661.5
2006-11,10154,2275000.0
2006-11,10162,617975.0
2006-11,10171,480000.0
2006-11,10199,865000.0
2006-11,10271,989457.0
2006-11,10278,3843893.0
2006-11,10280,549855.0
2006-11,10468,368750.0
2006-11,11106,665000.0
2006-11,11201,580664.5
2006-11,11203,181654.0
2006-11,11204,610950.0
2006-11,11205,720411.5
2006-11,11206,302500.0
2006-11,11209,280000.0
2006-11,11210,212309.5
2006-11,11211,590585.0
2006-11,11213,307500.0
2006-11,11214,437500.0
2006-11,11215,561000.0
2006-11,11216,375000.0
2006-11,11217,446000.0
2006-11,11218,251175.0
2006-11,11219,377715.0
2006-11,11220,200000.0
2006-11,11222,319410.0
2006-11,11223,297000.0
2006-11,11224,476580.0
2006-11,11225,227500.0
2006-11,11226,201465.0
2006-11,11229,216000.0
2006-11,11230,172500.0
2006-11,11231,583966.0
2006-11,11234,215250.0
2006-11,11235,230000.0
2006-11,11236,332500.0
2006-11,11238,476500.0
2006-11,11239,175000.0
2006-12,10001,1354272.0
2006-12,10002,754000.0
2006-12,10003,727500.0
2006-12,10006,656771.0
2006-12,10007,2894300.0
2006-12,10009,555000.0
2006-12,10011,982500.0
2006-12,10012,1854126.0
2006-12,10013,2395000.0
2006-12,10014,450000.0
2006-12,10016,661862.0
2006-12,10017,565064.0
2006-12,10018,870603.5
2006-12,10019,747000.0
2006-12,10020,666953.0
2006-12,10021,782500.0
2006-12,10022,540000.0
2006-12,10023,730000.0
2006-12,10024,800000.0
2006-12,10025,676068.0
2006-12,10026,439000.0
2006-12,10027,440437.0
2006-12,10028,545000.0
2006-12,10029,733173.0
2006-12,10030,285000.0
2006-12,10031,490000.0
2006-12,10032,319500.0
2006-12,10034,353339.0
2006-12,10038,608157.5
2006-12,10039,288990.0
2006-12,10044,642500.0
2006-12,10065,992000.0
2006-12,10069,770000.0
2006-12,10103,550000.0
2006-12,10110,477363.0
2006-12,10111,1925000.0
2006-12,10115,350000.0
2006-12,10119,1450000.0
2006-12,10153,1388000.0
2006-12,10154,2102938.0
2006-12,10162,650000.0
2006-12,10171,515000.0
2006-12,10199,630000.0
2006-12,10271,1185000.0
2006-12,10278,1700000.0
2006-12,10280,976247.0
2006-12,10468,347000.0
2006-12,11106,792198.0
2006-12,11201,572500.0
2006-12,11204,536096.0
2006-12,11205,600767.0
2006-12,11206,324480.0
2006-12,11209,237500.0
2006-12,11210,175000.0
2006-12,11211,585493.0
2006-12,11213,484000.0
2006-12,11214,337500.0
2006-12,11215,586000.0
2006-12,11216,322500.0
2006-12,11217,497500.0
2006-12,11218,297102.0
2006-12,11219,394335.0
2006-12,11220,274128.0
2006-12,11222,355000.0
2006-12,11223,195000.0
2006-12,11224,365000.0
2006-12,11226,249000.0
2006-12,11228,105000.0
2006-12,11229,175000.0
2006-12,11230,175000.0
2006-12,11231,660844.0
2006-12,11233,297500.0
2006-12,11234,225000.0
2006-12,11235,263500.0
2006-12,11236,307400.0
2006-12,11237,271690.0
2006-12,11238,490000.0
2006-2,10001,1220000.0
2006-2,10002,585000.0
2006-2,10003,1226991.0
2006-2,10007,1320000.0
2006-2,10009,585000.0
2006-2,10011,752500.0
2006-2,10012,1425550.0
2006-2,10013,1525000.0
2006-2,10014,1278871.0
2006-2,10016,425000.0
2006-2,10017,537500.0
2006-2,10018,464817.0
2006-2,10019,1700275.0
2006-2,10020,586000.0
2006-2,10021,1080000.0
2006-2,10022,675000.0
2006-2,10023,796410.0
2006-2,10024,1149500.0
2006-2,10025,889172.0
2006-2,10026,674590.0
2006-2,10027,365050.0
2006-2,10028,750000.0
2006-2,10029,710000.0
2006-2,10030,283637.0
2006-2,10031,431964.0
2006-2,10032,323287.0
2006-2,10034,390000.0
2006-2,10037,479115.0
2006-2,10038,549000.0
2006-2,10039,245000.0
2006-2,10044,670000.0
2006-2,10065,647500.0
2006-2,10069,866321.0
2006-2,10103,915000.0
2006-2,10110,1099710.0
2006-2,10111,2800000.0
2006-2,10115,710000.0
2006-2,10153,1241755.5
2006-2,10154,895000.0
2006-2,10162,695000.0
2006-2,10167,630000.0
2006-2,10171,485000.0
2006-2,10199,715320.0
2006-2,10271,848965.0
2006-2,10278,1156250.0
2006-2,10280,575000.0
2006-2,10282,820709.0
2006-2,10468,334000.0
2006-2,11106,377208.0
2006-2,11201,661862.5
2006-2,11204,100000.0
2006-2,11205,295000.0
2006-2,11206,280000.0
2006-2,11207,100893.0
2006-2,11209,288000.0
2006-2,11210,165000.0
2006-2,11211,347625.0
2006-2,11213,387855.0
2006-2,11214,210000.0
2006-2,11215,656572.0
2006-2,11217,601973.0
2006-2,11218,307065.0
2006-2,11219,372138.0
2006-2,11220,450000.0
2006-2,11222,718351.0
2006-2,11223,199193.0
2006-2,11224,430950.0
2006-2,11225,245000.0
2006-2,11226,250000.0
2006-2,11228,452500.0
2006-2,11229,167250.0
2006-2,11230,182500.0
2006-2,11231,627000.0
2006-2,11233,340000.0
2006-2,11235,411750.0
2006-2,11236,400000.0
2006-2,11237,374018.5
2006-2,11238,399009.0
2006-3,10001,815000.0
2006-3,10002,580402.0
2006-3,10003,915000.0
2006-3,10005,344000.0
2006-3,10007,1050000.0
2006-3,10009,600756.5
2006-3,10011,661083.5
2006-3,10012,1450000.0
2006-3,10013,1832849.5
2006-3,10014,270436.0
2006-3,10016,529490.0
2006-3,10017,533000.0
2006-3,10018,512057.0
2006-3,10019,1275000.0
2006-3,10020,522000.0
2006-3,10021,995000.0
2006-3,10022,708000.0
2006-3,10023,750000.0
2006-3,10025,846000.0
2006-3,10026,853497.0
2006-3,10027,415000.0
2006-3,10028,705000.0
2006-3,10029,899500.0
2006-3,10030,225000.0
2006-3,10031,901151.0
2006-3,10032,369000.0
2006-3,10034,422590.0
2006-3,10037,708313.0
2006-3,10038,1360000.0
2006-3,10044,708100.0
2006-3,10065,575000.0
2006-3,10069,1075272.0
2006-3,10103,1282500.0
2006-3,10110,840000.0
2006-3,10115,250000.0
2006-3,10119,746000.0
2006-3,10152,350000.0
2006-3,10153,942015.0
2006-3,10154,539000.0
2006-3,10162,855000.0
2006-3,10171,482857.0
2006-3,10199,692410.0
2006-3,10271,742304.0
2006-3,10278,2158690.0
2006-3,10280,650000.0
2006-3,10282,733140.0
2006-3,10468,390000.0
2006-3,11106,550000.0
2006-3,11201,598500.0
2006-3,11203,154989.0
2006-3,11204,583780.0
2006-3,11205,314340.0
2006-3,11206,300500.0
2006-3,11207,650000.0
2006-3,11209,309488.0
2006-3,11210,185000.0
2006-3,11211,512199.0
2006-3,11213,447513.0
2006-3,11214,258275.0
2006-3,11215,590000.0
2006-3,11216,340769.0
2006-3,11217,515000.0
2006-3,11218,308160.5
2006-3,11219,390000.0
2006-3,11220,249000.0
2006-3,11222,738231.0
2006-3,11223,209000.0
2006-3,11224,428922.0
2006-3,11225,174336.0
2006-3,11226,228887.0
2006-3,11229,244374.0
2006-3,11230,190000.0
2006-3,11231,645000.0
2006-3,11233,180000.0
2006-3,11235,212000.0
2006-3,11236,340000.0
2006-3,11237,370597.5
2006-3,11238,430950.0
2006-3,11239,170000.0
2006-4,10001,799000.0
2006-4,10002,480000.0
2006-4,10003,903139.5
2006-4,10005,450000.0
2006-4,10007,1130000.0
2006-4,10009,578356.0
2006-4,10011,735000.0
2006-4,10012,1107500.0
2006-4,10013,2000000.0
2006-4,10014,381907.5
2006-4,10016,488325.0
2006-4,10017,575000.0
2006-4,10018,534886.0
2006-4,10019,903000.0
2006-4,10020,555000.0
2006-4,10021,670000.0
2006-4,10022,633750.0
2006-4,10023,722250.0
2006-4,10024,960000.0
2006-4,10025,850000.0
2006-4,10026,558500.0
2006-4,10027,860000.0
2006-4,10028,714378.0
2006-4,10029,972500.0
2006-4,10030,264632.5
2006-4,10031,403572.0
2006-4,10032,410909.0
2006-4,10034,342500.0
2006-4,10037,570220.0
2006-4,10038,425000.0
2006-4,10039,248000.0
2006-4,10044,703000.0
2006-4,10065,965000.0
2006-4,10069,788369.0
2006-4,10103,1064500.0
2006-4,10110,722500.0
2006-4,10111,1562500.0
2006-4,10119,558250.0
2006-4,10152,690000.0
2006-4,10153,1680112.0
2006-4,10154,326845.0
2006-4,10162,750000.0
2006-4,10167,585000.0
2006-4,10171,1075000.0
2006-4,10199,720411.5
2006-4,10271,740776.5
2006-4,10278,1520000.0
2006-4,10280,612500.0
2006-4,10468,364500.0
2006-4,11106,595676.0
2006-4,11201,650000.0
2006-4,11203,113534.0
2006-4,11204,154500.0
2006-4,11205,316950.0
2006-4,11206,280000.0
2006-4,11209,300000.0
2006-4,11210,196462.5
2006-4,11211,416754.0
2006-4,11213,380250.0
2006-4,11214,282492.5
2006-4,11215,439500.0
2006-4,11216,375000.0
2006-4,11217,497500.0
2006-4,11218,279023.0
2006-4,11219,352365.0
2006-4,11220,310000.0
2006-4,11221,740000.0
2006-4,11222,631314.5
2006-4,11223,330000.0
2006-4,11224,443878.0
2006-4,11225,182572.0
2006-4,11226,177817.5
2006-4,11228,375000.0
2006-4,11229,193795.0
2006-4,11230,330245.0
2006-4,11231,457500.0
2006-4,11233,585500.0
2006-4,11235,335000.0
2006-4,11236,299000.0
2006-4,11237,352175.0
2006-4,11238,380000.0
2006-4,11239,195000.0
2006-5,10001,852000.0
2006-5,10002,570000.0
2006-5,10003,743000.0
2006-5,10007,1210000.0
2006-5,10009,600000.0
2006-5,10011,961031.5
2006-5,10012,800000.0
2006-5,10013,1816881.0
2006-5,10014,681363.5
2006-5,10016,497500.0
2006-5,10017,593380.0
2006-5,10018,594861.0
2006-5,10019,650000.0
2006-5,10020,1028432.0
2006-5,10021,849000.0
2006-5,10022,765000.0
2006-5,10023,800000.0
2006-5,10024,1046983.5
2006-5,10025,617500.0
2006-5,10026,482381.5
2006-5,10027,425000.0
2006-5,10028,667000.0
2006-5,10029,965000.0
2006-5,10030,275000.0
2006-5,10031,425750.0
2006-5,10032,500000.0
2006-5,10034,342500.0
2006-5,10035,697500.5
2006-5,10037,288792.0
2006-5,10038,415250.0
2006-5,10039,345000.0
2006-5,10044,735000.0
2006-5,10065,762500.0
2006-5,10069,815000.0
2006-5,10103,775000.0
2006-5,10110,549995.0
2006-5,10111,1750000.0
2006-5,10115,405000.0
2006-5,10119,1575000.0
2006-5,10153,3311784.0
2006-5,10154,408000.0
2006-5,10162,875000.0
2006-5,10167,395000.0
2006-5,10171,530000.0
2006-5,10199,748413.5
2006-5,10271,791689.0
2006-5,10278,1119500.0
2006-5,10280,499395.0
2006-5,10468,319000.0
2006-5,11106,753505.0
2006-5,11201,560383.5
2006-5,11204,340000.0
2006-5,11205,400265.0
2006-5,11206,277500.0
2006-5,11209,226295.5
2006-5,11210,192660.0
2006-5,11211,544000.0
2006-5,11212,680000.0
2006-5,11213,330000.0
2006-5,11214,500000.0
2006-5,11215,635000.0
2006-5,11216,307684.0
2006-5,11217,540000.0
2006-5,11218,413320.0
2006-5,11219,450000.0
2006-5,11220,229103.0
2006-5,11222,420810.0
2006-5,11223,385320.0
2006-5,11224,397690.0
2006-5,11225,257500.0
2006-5,11226,237234.5
2006-5,11229,229000.0
2006-5,11230,185000.0
2006-5,11231,652061.5
2006-5,11233,260000.0
2006-5,11235,225000.0
2006-5,11236,295000.0
2006-5,11237,334620.0
2006-5,11238,435006.0
2006-6,10001,926607.0
2006-6,10002,535000.0
2006-6,10003,750000.0
2006-6,10006,587530.0
2006-6,10007,987500.0
2006-6,10009,510000.0
2006-6,10011,732750.0
2006-6,10012,975000.0
2006-6,10013,1812485.0
2006-6,10014,493430.0
2006-6,10016,465000.0
2006-6,10017,620000.0
2006-6,10018,642515.0
2006-6,10019,1085000.0
2006-6,10020,997885.0
2006-6,10021,1207500.0
2006-6,10022,1370000.0
2006-6,10023,818025.0
2006-6,10024,544000.0
2006-6,10025,690000.0
2006-6,10026,490000.0
2006-6,10027,458000.0
2006-6,10028,865000.0
2006-6,10029,960000.0
2006-6,10030,264371.0
2006-6,10031,968760.0
2006-6,10032,457500.0
2006-6,10034,303351.0
2006-6,10035,638951.5
2006-6,10037,391566.0
2006-6,10038,1350000.0
2006-6,10039,235000.0
2006-6,10044,870000.0
2006-6,10065,1031999.5
2006-6,10069,845000.0
2006-6,10103,995000.0
2006-6,10110,626223.0
2006-6,10111,2350000.0
2006-6,10115,592000.0
2006-6,10153,1588470.0
2006-6,10154,547500.0
2006-6,10162,782071.0
2006-6,10171,495000.0
2006-6,10199,733191.0
2006-6,10271,885877.0
2006-6,10278,1310000.0
2006-6,10280,481650.0
2006-6,10468,327875.0
2006-6,11106,819927.0
2006-6,11201,557564.0
2006-6,11203,169937.0
2006-6,11204,330000.0
2006-6,11205,565128.0
2006-6,11206,300000.0
2006-6,11209,242500.0
2006-6,11210,181509.5
2006-6,11211,500000.0
2006-6,11213,293553.0
2006-6,11214,290000.0
2006-6,11215,653963.0
2006-6,11216,257556.0
2006-6,11217,622500.0
2006-6,11218,290000.0
2006-6,11219,375000.0
2006-6,11220,181760.0
2006-6,11221,517500.0
2006-6,11222,430950.0
2006-6,11223,280000.0
2006-6,11224,349830.0
2006-6,11225,205000.0
2006-6,11226,247934.5
2006-6,11229,199000.0
2006-6,11230,175647.5
2006-6,11231,722957.0
2006-6,11233,280000.0
2006-6,11234,165000.0
2006-6,11235,282009.0
2006-6,11236,265000.0
2006-6,11237,568850.0
2006-6,11238,428581.5
2006-6,11239,170000.0
2006-7,10001,992793.0
2006-7,10002,605000.0
2006-7,10003,790000.0
2006-7,10006,584475.0
2006-7,10007,2075000.0
2006-7,10009,586250.0
2006-7,10011,1165000.0
2006-7,10012,812500.0
2006-7,10013,1955065.5
2006-7,10014,821809.0
2006-7,10016,493750.0
2006-7,10017,597000.0
2006-7,10018,648625.0
2006-7,10019,580500.0
2006-7,10020,980447.5
2006-7,10021,899500.0
2006-7,10022,1205000.0
2006-7,10023,895000.0
2006-7,10024,450000.0
2006-7,10025,688025.5
2006-7,10026,605018.5
2006-7,10027,340022.5
2006-7,10028,720000.0
2006-7,10029,1750000.0
2006-7,10030,597479.5
2006-7,10031,617500.0
2006-7,10032,245000.0
2006-7,10034,394950.0
2006-7,10038,1975000.0
2006-7,10039,450000.0
2006-7,10044,740000.0
2006-7,10065,865000.0
2006-7,10069,716387.5
2006-7,10103,895000.0
2006-7,10110,687318.0
2006-7,10111,1375000.0
2006-7,10115,359000.0
2006-7,10152,910000.0
2006-7,10153,949000.0
2006-7,10154,488500.0
2006-7,10162,750000.0
2006-7,10171,295000.0
2006-7,10199,627440.0
2006-7,10271,1086913.0
2006-7,10278,415000.0
2006-7,10280,509125.0
2006-7,10468,290000.0
2006-7,11106,722500.0
2006-7,11201,523172.0
2006-7,11204,499000.0
2006-7,11205,436144.0
2006-7,11206,327500.0
2006-7,11207,302500.0
2006-7,11209,250000.0
2006-7,11210,200000.0
2006-7,11211,580000.0
2006-7,11213,425880.0
2006-7,11214,405600.0
2006-7,11215,659000.0
2006-7,11216,378500.0
2006-7,11217,537500.0
2006-7,11218,345467.5
2006-7,11219,404586.0
2006-7,11220,240000.0
2006-7,11223,289000.0
2006-7,11224,397617.0
2006-7,11225,250000.0
2006-7,11226,225000.0
2006-7,11228,660844.0
2006-7,11229,160250.0
2006-7,11230,184952.0
2006-7,11231,585493.0
2006-7,11235,236000.0
2006-7,11236,330000.0
2006-7,11237,425880.0
2006-7,11238,449094.0
2006-8,10001,710000.0
2006-8,10002,670000.0
2006-8,10003,695705.0
2006-8,10005,804000.0
2006-8,10006,592621.0
2006-8,10007,2100000.0
2006-8,10009,500000.0
2006-8,10011,837043.0
2006-8,10012,695000.0
2006-8,10013,2662723.0
2006-8,10014,735000.0
2006-8,10016,610000.0
2006-8,10017,577500.0
2006-8,10018,759614.0
2006-8,10019,585000.0
2006-8,10020,1120075.0
2006-8,10021,962000.0
2006-8,10022,1063376.5
2006-8,10023,689500.0
2006-8,10025,594750.0
2006-8,10026,804417.0
2006-8,10027,300000.0
2006-8,10028,710000.0
2006-8,10029,783456.0
2006-8,10030,413927.0
2006-8,10031,270000.0
2006-8,10032,283500.0
2006-8,10034,332500.0
2006-8,10035,326923.0
2006-8,10037,682227.0
2006-8,10038,634500.0
2006-8,10039,229215.0
2006-8,10044,693102.5
2006-8,10065,845000.0
2006-8,10069,684999.5
2006-8,10103,975000.0
2006-8,10110,695000.0
2006-8,10115,265000.0
2006-8,10152,575000.0
2006-8,10153,1700000.0
2006-8,10154,734443.5
2006-8,10162,710000.0
2006-8,10171,685000.0
2006-8,10199,722957.0
2006-8,10271,1099709.5
2006-8,10278,815500.0
2006-8,10280,514216.0
2006-8,10468,362500.0
2006-8,11106,700000.0
2006-8,11201,590000.0
2006-8,11204,305000.0
2006-8,11205,329587.5
2006-8,11206,337415.0
2006-8,11207,121680.0
2006-8,11209,233000.0
2006-8,11210,190000.0
2006-8,11211,560037.0
2006-8,11213,332085.0
2006-8,11214,438555.0
2006-8,11215,600000.0
2006-8,11216,422293.0
2006-8,11217,602746.5
2006-8,11218,275000.0
2006-8,11219,425880.0
2006-8,11220,232000.0
2006-8,11222,731477.0
2006-8,11223,204000.0
2006-8,11224,347800.0
2006-8,11225,150000.0
2006-8,11226,231997.5
2006-8,11228,455367.0
2006-8,11229,187500.0
2006-8,11230,253097.5
2006-8,11231,710000.0
2006-8,11233,190000.0
2006-8,11235,297500.0
2006-8,11236,339950.0
2006-8,11237,560037.0
2006-8,11238,435000.0
2006-9,10001,710000.0
2006-9,10002,787000.0
2006-9,10003,760000.0
2006-9,10005,450000.0
2006-9,10006,438048.0
2006-9,10007,1500000.0
2006-9,10009,604500.0
2006-9,10011,813581.0
2006-9,10012,1215000.0
2006-9,10013,1500000.0
2006-9,10014,826485.0
2006-9,10016,553500.0
2006-9,10017,787500.0
2006-9,10018,924061.0
2006-9,10019,1012500.0
2006-9,10020,814599.5
2006-9,10021,940000.0
2006-9,10022,999990.0
2006-9,10023,842000.0
2006-9,10024,583250.0
2006-9,10025,650000.0
2006-9,10026,631314.5
2006-9,10027,420000.0
2006-9,10028,750000.0
2006-9,10029,1274383.5
2006-9,10030,479000.0
2006-9,10031,327500.0
2006-9,10032,407500.0
2006-9,10034,390000.0
2006-9,10035,347016.0
2006-9,10038,630000.0
2006-9,10039,390390.0
2006-9,10044,677500.0
2006-9,10065,800000.0
2006-9,10069,772005.0
2006-9,10103,1201535.0
2006-9,10110,656000.0
2006-9,10111,2850000.0
2006-9,10115,507500.0
2006-9,10119,419000.0
2006-9,10153,1956434.0
2006-9,10154,705000.0
2006-9,10162,759750.0
2006-9,10167,700000.0
2006-9,10171,539672.0
2006-9,10199,752913.5
2006-9,10271,1134316.0
2006-9,10278,2837500.0
2006-9,10280,471000.0
2006-9,10468,330000.0
2006-9,11106,1298268.0
2006-9,11201,570000.0
2006-9,11203,136907.0
2006-9,11204,507000.0
2006-9,11205,401000.0
2006-9,11206,320000.0
2006-9,11207,550000.0
2006-9,11209,250000.0
2006-9,11210,197730.0
2006-9,11211,585000.0
2006-9,11213,462450.0
2006-9,11214,428415.0
2006-9,11215,585000.0
2006-9,11217,575000.0
2006-9,11218,279000.0
2006-9,11220,180000.0
2006-9,11221,795000.0
2006-9,11222,794235.0
2006-9,11223,195000.0
2006-9,11224,498247.0
2006-9,11225,175000.0
2006-9,11226,241500.0
2006-9,11229,175000.0
2006-9,11230,287500.0
2006-9,11231,749000.0
2006-9,11233,616000.0
2006-9,11235,460000.0
2006-9,11236,344915.0
2006-9,11238,371875.0
2007-1,10001,1568105.0
2007-1,10002,576000.0
2007-1,10003,970000.0
2007-1,10006,462384.0
2007-1,10007,1900000.0
2007-1,10009,846798.0
2007-1,10011,690273.0
2007-1,10012,907500.0
2007-1,10013,1684244.0
2007-1,10014,675000.0
2007-1,10016,555000.0
2007-1,10017,475000.0
2007-1,10018,814599.5
2007-1,10019,990000.0
2007-1,10020,712500.0
2007-1,10021,825000.0
2007-1,10022,742500.0
2007-1,10023,857500.0
2007-1,10024,1333500.0
2007-1,10025,840165.0
2007-1,10026,462000.0
2007-1,10027,316200.0
2007-1,10028,653300.0
2007-1,10029,796384.0
2007-1,10030,350000.0
2007-1,10031,285000.0
2007-1,10032,304755.0
2007-1,10034,322439.0
2007-1,10037,813530.0
2007-1,10038,1135348.0
2007-1,10039,240000.0
2007-1,10044,585000.0
2007-1,10065,678500.0
2007-1,10069,920000.0
2007-1,10103,905000.0
2007-1,10110,438048.0
2007-1,10115,361000.0
2007-1,10119,1126500.0
2007-1,10153,1950000.0
2007-1,10154,655000.0
2007-1,10162,605490.5
2007-1,10171,490500.0
2007-1,10199,1115000.0
2007-1,10271,965000.0
2007-1,10278,2283425.0
2007-1,10280,893514.0
2007-1,10282,778961.0
2007-1,10468,310750.0
2007-1,11106,420000.0
2007-1,11201,616041.0
2007-1,11203,585000.0
2007-1,11204,474045.0
2007-1,11205,350000.0
2007-1,11206,405600.0
2007-1,11209,225000.0
2007-1,11210,215000.0
2007-1,11211,648431.0
2007-1,11213,282240.0
2007-1,11214,155000.0
2007-1,11215,545000.0
2007-1,11216,374425.0
2007-1,11217,676498.0
2007-1,11218,330500.0
2007-1,11219,425000.0
2007-1,11220,200000.0
2007-1,11222,690429.0
2007-1,11223,280749.5
2007-1,11224,422000.0
2007-1,11225,276225.0
2007-1,11226,211179.0
2007-1,11228,461370.0
2007-1,11229,165000.0
2007-1,11230,329550.0
2007-1,11231,585000.0
2007-1,11233,460000.0
2007-1,11235,278346.5
2007-1,11236,371000.0
2007-1,11237,252486.0
2007-1,11238,475566.0
2007-10,10001,1200000.0
2007-10,10002,528944.0
2007-10,10003,995838.0
2007-10,10006,646588.0
2007-10,10007,2200000.0
2007-10,10009,693750.5
2007-10,10011,800000.0
2007-10,10012,902000.0
2007-10,10013,2350000.0
2007-10,10014,770000.0
2007-10,10016,619500.0
2007-10,10017,831000.0
2007-10,10018,788381.0
2007-10,10019,999368.5
2007-10,10020,650000.0
2007-10,10021,904750.0
2007-10,10022,935000.0
2007-10,10023,805000.0
2007-10,10024,724500.0
2007-10,10025,926607.0
2007-10,10026,743322.0
2007-10,10027,493255.0
2007-10,10028,797000.0
2007-10,10029,790000.0
2007-10,10030,473396.0
2007-10,10031,396220.5
2007-10,10032,585493.0
2007-10,10034,328000.0
2007-10,10037,688095.0
2007-10,10038,520000.0
2007-10,10039,225000.0
2007-10,10044,646500.0
2007-10,10065,1209500.0
2007-10,10069,713500.0
2007-10,10103,906250.0
2007-10,10110,655931.0
2007-10,10112,1018250.0
2007-10,10115,750000.0
2007-10,10119,1625000.0
2007-10,10153,3877017.5
2007-10,10154,1035000.0
2007-10,10162,968394.5
2007-10,10167,605000.0
2007-10,10171,672500.0
2007-10,10199,785000.0
2007-10,10271,1258563.5
2007-10,10278,1929583.5
2007-10,10280,534500.0
2007-10,10468,285000.0
2007-10,11201,677682.5
2007-10,11203,120000.0
2007-10,11204,496860.0
2007-10,11205,415000.0
2007-10,11206,357435.0
2007-10,11207,148000.0
2007-10,11209,332500.0
2007-10,11210,212500.0
2007-10,11211,598320.0
2007-10,11214,342415.0
2007-10,11215,671000.0
2007-10,11216,239379.0
2007-10,11217,716478.5
2007-10,11218,389376.0
2007-10,11219,408500.0
2007-10,11220,230000.0
2007-10,11221,387855.0
2007-10,11222,547309.0
2007-10,11223,275000.0
2007-10,11224,344760.0
2007-10,11225,230000.0
2007-10,11226,325000.0
2007-10,11228,486720.0
2007-10,11229,220000.0
2007-10,11230,405600.0
2007-10,11231,602009.5
2007-10,11233,339869.5
2007-10,11235,383292.0
2007-10,11236,446500.0
2007-10,11237,306735.0
2007-10,11238,455000.0
2007-10,11239,115000.0
2007-11,10001,1670000.0
2007-11,10002,549500.5
2007-11,10003,1175000.0
2007-11,10006,768778.0
2007-11,10007,1150000.0
2007-11,10009,636406.0
2007-11,10011,870000.0
2007-11,10012,1375000.0
2007-11,10013,2649181.0
2007-11,10014,1160000.0
2007-11,10016,625000.0
2007-11,10017,883331.5
2007-11,10018,783750.0
2007-11,10019,2504895.0
2007-11,10020,1265000.0
2007-11,10021,875000.0
2007-11,10022,1040000.0
2007-11,10023,926000.0
2007-11,10024,780000.0
2007-11,10025,882237.5
2007-11,10026,1510229.0
2007-11,10027,497850.0
2007-11,10028,650000.0
2007-11,10029,860000.0
2007-11,10030,541268.0
2007-11,10031,347310.0
2007-11,10032,478537.5
2007-11,10034,380000.0
2007-11,10035,496860.0
2007-11,10037,581661.0
2007-11,10038,856500.0
2007-11,10039,290000.0
2007-11,10044,630862.0
2007-11,10065,1272812.0
2007-11,10069,631000.0
2007-11,10103,884103.5
2007-11,10110,575000.0
2007-11,10111,3550000.0
2007-11,10112,1668524.5
2007-11,10115,460000.0
2007-11,10119,1950100.0
2007-11,10153,2254281.0
2007-11,10154,790000.0
2007-11,10162,580000.0
2007-11,10171,649000.0
2007-11,10199,865512.0
2007-11,10271,1450000.0
2007-11,10278,1375000.0
2007-11,10280,786000.0
2007-11,10282,3353562.5
2007-11,10468,336500.0
2007-11,11201,738389.0
2007-11,11204,265000.0
2007-11,11205,507000.0
2007-11,11206,322240.0
